,society,bedRoom,bathroom,balcony,type,sector,Super_build_area,Carpet_area,Study Room,Servant Room,Pooja Room,age,luxury_score,furnishing_type,location_score,area_ratio,price
673,Umang Winter Hills,2,2,2,flat,sector 77,1158.3,810.0,1,0,0,relatively new,medium,1,49,405.0,0.71
674,Tata Primanti,3,3,3,flat,sector 72,3303.3,2310.0,0,1,0,old property,medium,1,36,770.0,3.25
675,Ashiana Mulberry,3,3,3+,flat,sohna,1859.0,1300.0,0,0,0,relatively new,high,1,25,433.3333333333333,1.07
676,SS The Leaf,2,2,3,flat,sector 85,1641.64,1148.0,0,0,0,relatively new,high,2,42,574.0,1.2
677,SS The Leaf,4,5,3+,flat,sector 85,2814.812,1968.4,0,1,0,relatively new,high,1,42,492.1,2.15
678,Tulip Violet,4,4,1,flat,sector 69,1971.97,1379.0,0,0,0,relatively new,medium,1,42,344.75,1.72
679,Tulip Violet,3,3,1,flat,sector 69,1539.5379999999998,1076.6,0,0,1,relatively new,medium,1,42,358.8666666666666,1.36
680,Tulip Violet,4,4,1,flat,sector 69,1971.97,1379.0,0,0,0,relatively new,medium,1,42,344.75,1.75
681,Tulip Violet,4,4,1,flat,sector 69,1971.97,1379.0,0,0,0,relatively new,medium,1,42,344.75,1.75
682,Tulip Violet,3,3,1,flat,sector 69,1539.5379999999998,1076.6,0,0,1,relatively new,medium,1,42,358.8666666666666,1.38
683,Tulip Violet,3,3,1,flat,sector 69,1569.5679999999998,1097.6,0,0,1,relatively new,medium,2,42,365.8666666666666,1.29
684,Tulip Violet,3,3,1,flat,sector 69,2199.34,1538.0,0,0,1,relatively new,medium,1,42,512.6666666666666,1.37
685,Tulip Violet,3,3,1,flat,sector 69,1569.5679999999998,1097.6,0,0,1,relatively new,medium,2,42,365.8666666666666,1.32
686,Tulip Violet,3,3,1,flat,sector 69,1539.5379999999998,1076.6,0,0,1,relatively new,medium,2,42,358.8666666666666,1.3
687,DLF New Town Heights 2,3,3,3,flat,sector 86,1931.93,1351.0,0,1,0,old property,high,2,31,450.3333333333333,1.3
688,DLF The Skycourt,3,3,1,flat,sector 86,1901.9,1330.0,0,0,0,relatively new,high,1,25,443.3333333333333,1.5
689,Spaze Privy,4,5,3+,flat,sector 72,3289.0,2300.0,1,1,1,old property,high,1,40,575.0,3.1
690,Vatika Lifestyle Homes,3,3,1,flat,sector 83,2002.0,1400.0,0,0,0,old property,medium,2,42,466.6666666666667,1.15
691,Pioneer Park,3,3,3,flat,sector 61,2002.0,1400.0,0,0,0,relatively new,low,2,43,466.6666666666667,2.1
692,Signature Global Solera,2,2,2,flat,sector 107,699.27,489.0,0,0,0,relatively new,low,1,33,244.5,0.28
693,Signature Global Solera,2,2,2,flat,sector 107,699.27,489.0,0,0,0,relatively new,low,1,33,244.5,0.28
694,Signature Global Solera,2,2,2,flat,sector 107,699.27,489.0,0,0,0,relatively new,low,1,33,244.5,0.28
695,Signature Global Solera,2,2,2,flat,sector 107,699.27,489.0,0,0,0,relatively new,low,1,33,244.5,0.28
696,Signature Global Grand IVA,1,1,1,flat,sector 103,514.8,360.0,0,0,0,relatively new,low,1,18,360.0,0.24
697,Signature Global Solera,2,2,2,flat,sector 107,782.2099999999999,547.0,0,0,0,relatively new,low,1,33,273.5,0.36
698,Signature Global Solera,3,2,2,flat,sector 107,922.35,645.0,0,0,0,relatively new,low,1,33,215.0,0.51
699,Signature Global Solera,2,2,2,flat,sector 107,782.2099999999999,547.0,0,0,0,relatively new,low,1,33,273.5,0.35
700,Signature Global Solera,2,2,2,flat,sector 107,699.27,489.0,0,0,0,relatively new,low,1,33,244.5,0.28
701,Signature Global Solera,2,2,2,flat,sector 107,782.2099999999999,547.0,0,0,0,relatively new,low,1,33,273.5,0.36
702,Emaar MGF Emerald Floors Premier,3,3,3,flat,sector 65,2359.5,1650.0,0,1,0,relatively new,medium,2,16,550.0,2.0
703,BPTP Mansions Park Prime,4,4,3,flat,sector 66,2766.764,1934.8,0,1,0,relatively new,low,1,24,483.7,2.7
704,Tulip Violet,4,4,2,flat,sector 69,2012.01,1407.0,0,0,0,relatively new,medium,2,42,351.75,1.75
705,Tulip Lemon,2,2,1,flat,sector 69,689.26,482.0,0,0,0,relatively new,high,2,35,241.0,0.62
706,Tulip Purple,4,5,3+,flat,sector 69,2402.4,1680.0,0,1,0,relatively new,high,2,59,420.0,1.92
707,The Lions CGHS,4,4,3,flat,sector 56,3003.0,2100.0,0,0,0,relatively new,low,2,50,525.0,2.0
708,Tulip Ivory,4,5,3+,flat,sector 70,2402.4,1680.0,0,1,0,relatively new,low,2,42,420.0,2.0
709,Professional Society,3,4,3,flat,manesar,3496.35,2445.0,0,1,0,relatively new,low,1,14,815.0,0.75
710,SS The Leaf,3,4,3,flat,sector 85,2410.408,1685.6,1,1,0,relatively new,low,2,42,561.8666666666667,1.85
711,TARC Maceo,2,2,3+,flat,sector 91,1716.0,1200.0,0,0,0,relatively new,low,1,25,600.0,0.89
712,Orris Aster Court Premier,3,4,2,flat,sector 85,2122.12,1484.0,0,1,0,relatively new,low,2,44,494.6666666666667,1.25
713,Shapoorji Pallonji Joyville Gurugram,3,3,3,flat,sector 102,2276.56,1592.0,0,0,0,relatively new,low,2,34,530.6666666666666,2.15
714,Umang Winter Hills,3,3,3,flat,sector 77,2002.0,1400.0,0,0,0,relatively new,low,2,49,466.6666666666667,0.92
715,Shree Vardhman Victoria,3,4,3,flat,sector 70,1811.81,1267.0,0,1,0,relatively new,high,0,37,422.3333333333333,1.65
716,Bestech Park View Grand Spa,4,5,3+,flat,sector 81,4204.2,2940.0,0,1,0,relatively new,high,2,42,735.0,4.0
717,Bestech Park View Grand Spa,3,4,3+,flat,sector 81,2662.6599999999994,1862.0,0,1,0,relatively new,high,2,42,620.6666666666666,2.22
718,Bestech Park View Grand Spa,4,5,2,flat,sector 81,3188.185,2229.5,0,1,0,relatively new,medium,2,42,557.375,3.0
719,Vatika The Seven Lamps,2,2,2,flat,sector 82,1436.4349999999995,1004.5,1,0,0,relatively new,medium,2,42,502.25,1.0
720,Pioneer Araya,4,6,3,flat,sector 62,4658.94,3258.0,1,1,0,relatively new,high,2,42,814.5,9.14
721,Pioneer Araya,4,6,3,flat,sector 62,4283.279,2995.3,0,1,1,relatively new,high,1,42,748.8249999999999,8.35
722,HSIIDC Sidco Shivalik Apartments,3,3,3+,flat,manesar,2002.0,1400.0,0,1,0,old property,medium,1,14,466.6666666666667,0.73
723,IMT View Society,3,4,3,flat,manesar,2717.0,1900.0,0,1,0,old property,medium,1,14,633.3333333333334,0.95
724,HSIIDC Sidco Shivalik Apartments,2,2,3,flat,manesar,1101.1,770.0,0,0,0,old property,medium,1,14,385.0,0.48
725,HSIIDC Sidco Aravali,3,3,3+,flat,manesar,2684.11,1877.0,0,1,0,old property,medium,1,14,625.6666666666666,0.86
726,HSIIDC Sidco Aravali,3,3,3+,flat,manesar,2684.11,1877.0,0,1,0,old property,low,1,14,625.6666666666666,0.81
727,M3M Merlin,3,3,3,flat,sector 67,2049.047,1432.9,0,0,0,relatively new,low,2,42,477.63333333333327,2.9
728,M3M Woodshire,2,2,3+,flat,sector 107,1367.3659999999998,956.2,0,0,0,relatively new,low,1,16,478.1,0.9
729,Shree Vardhman Victoria,3,5,3,flat,sector 70,1660.23,1161.0,0,1,0,relatively new,medium,1,37,387.0,1.66
730,DLF New Town Heights 1,4,4,3+,flat,sector 90,2729.727,1908.9,0,1,0,old property,low,1,25,477.225,2.0
731,Shree Vardhman Victoria,3,5,3,flat,sector 70,1660.23,1161.0,0,1,0,old property,medium,1,37,387.0,1.67
732,Shree Vardhman Victoria,2,2,2,flat,sector 70,1859.0,1300.0,0,0,0,relatively new,medium,1,37,650.0,1.1
733,Shree Vardhman Victoria,3,5,3,flat,sector 70,1660.23,1161.0,0,1,0,relatively new,medium,1,37,387.0,1.6
734,Shree Vardhman Victoria,2,2,3,flat,sector 70,1351.3499999999997,945.0,1,0,0,relatively new,medium,1,37,472.5,1.07
735,Tulip Violet,4,4,2,flat,sector 69,2012.01,1407.0,0,0,0,relatively new,medium,1,42,351.75,1.76
736,Tulip Violet,3,3,2,flat,sector 69,1579.5779999999995,1104.6,0,0,1,relatively new,medium,1,42,368.2,1.55
737,Krrish Provence Estate,4,5,3+,flat,gwal pahari,5805.799999999999,4060.0,1,1,1,New Property,high,1,24,1015.0,5.5
738,Conscient Habitat,2,2,1,flat,sector 99a,692.12,484.0,0,0,0,relatively new,low,1,0,242.0,0.27
739,Prime Habitat,2,2,1,flat,sector 99a,786.5,550.0,0,0,0,relatively new,medium,1,41,275.0,0.26
740,Shapoorji Pallonji Joyville Gurugram,2,2,2,flat,sector 102,1216.215,850.5,0,0,0,relatively new,medium,1,34,425.25,1.25
741,Conscient Heritage Max,3,4,3+,flat,sector 102,2151.149,1504.3,1,1,0,relatively new,medium,1,50,501.4333333333333,2.1
742,Paras Dews,2,2,3+,flat,sector 106,1208.35,845.0,0,0,0,relatively new,low,1,52,422.5,0.95
743,Paras Dews,2,2,3+,flat,sector 106,1208.35,845.0,0,0,0,relatively new,high,1,52,422.5,0.92
744,Paras Dews,3,4,3+,flat,sector 106,1615.9,1130.0,0,1,0,relatively new,high,1,52,376.6666666666667,1.25
745,Paras Dews,2,2,3+,flat,sector 107,1344.2,940.0,0,0,0,New Property,high,1,52,470.0,0.87
746,Paras Dews,3,4,3+,flat,sector 106,1615.9,1130.0,0,1,0,relatively new,high,1,52,376.6666666666667,1.2
747,La Vida by Tata Housing,2,2,2,flat,sector 113,1571.57,1099.0,0,0,0,relatively new,low,1,41,549.5,1.32
748,Puri Diplomatic Greens,4,5,3+,flat,sector 111,2952.95,2065.0,0,1,0,relatively new,medium,1,44,516.25,3.45
749,Bestech Park View Grand Spa,3,4,3+,flat,sector 81,2662.6599999999994,1862.0,1,1,0,New Property,high,2,42,620.6666666666666,2.4
750,Corona Optus,3,3,3,flat,sector 37c,2002.0,1400.0,1,0,0,relatively new,low,1,40,466.6666666666667,1.25
751,Corona Optus,3,3,3+,flat,sector 37c,2402.4,1680.0,0,1,0,relatively new,low,1,40,560.0,1.43
752,Corona Optus,3,3,3,flat,sector 37c,1764.7629999999997,1234.1,0,0,0,relatively new,low,1,40,411.3666666666666,1.27
753,Corona Optus,3,3,3+,flat,sector 37c,2431.0,1700.0,1,1,0,relatively new,low,1,40,566.6666666666666,1.43
754,Corona Optus,3,3,3,flat,sector 37c,2002.0,1400.0,1,0,0,relatively new,low,1,40,466.6666666666667,1.25
755,Corona Optus,3,3,3+,flat,sector 37c,2288.0,1600.0,1,1,0,relatively new,low,1,40,533.3333333333334,1.44
756,Corona Optus,3,3,3,flat,sector 37c,2016.3,1410.0,1,0,0,relatively new,low,1,40,470.0,1.27
757,Imperia The Esfera,3,4,3,flat,sector 37c,2516.8,1760.0,1,1,0,relatively new,low,1,27,586.6666666666666,1.1
758,Imperia The Esfera,4,5,3,flat,sector 37c,3003.0,2100.0,1,1,1,relatively new,low,1,27,525.0,1.4
759,Imperia The Esfera,3,4,3,flat,sector 37c,2159.3,1510.0,0,1,0,relatively new,low,1,27,503.3333333333333,0.99
760,Imperia The Esfera,2,3,3,flat,sector 37c,1873.3,1310.0,1,0,0,relatively new,low,1,27,655.0,0.86
761,Imperia The Esfera,3,4,3,flat,sector 37c,2159.3,1510.0,0,1,0,relatively new,low,1,27,503.3333333333333,0.98
762,Imperia The Esfera,2,3,3,flat,sector 37c,1873.3,1310.0,1,0,0,relatively new,low,1,27,655.0,0.85
763,BPTP Terra,4,3,3,flat,sector 37d,1999.998,1398.6,0,0,0,relatively new,low,2,42,349.65,1.79
764,BPTP Terra,3,3,3,flat,sector 37d,2230.8,1560.0,0,0,0,relatively new,low,1,42,520.0,1.5
765,BPTP Terra,4,3,3,flat,sector 37d,2659.8,1860.0,1,1,1,relatively new,low,1,42,465.0,1.77
766,BPTP Terra,3,3,3,flat,sector 37d,2245.1,1570.0,0,0,0,relatively new,low,1,42,523.3333333333334,1.5
767,BPTP Terra,3,3,3,flat,sector 37d,2259.4,1580.0,0,0,0,relatively new,low,1,42,526.6666666666666,1.49
768,BPTP Terra,4,3,3,flat,sector 37d,2659.8,1860.0,1,1,1,relatively new,low,1,42,465.0,1.8
769,SS The Leaf,2,2,2,flat,sector 85,1672.6709999999996,1169.6999999999998,0,0,0,relatively new,low,1,42,584.8499999999999,1.06
770,SS The Leaf,2,2,3,flat,sector 85,1773.7719999999997,1240.4,0,0,0,relatively new,low,1,42,620.1999999999999,1.14
771,SS The Leaf,2,2,3,flat,sector 85,1641.64,1148.0,0,0,0,relatively new,low,1,42,574.0,1.05
772,Vatika City,3,3,2,flat,sector 49,3146.0,2200.0,0,0,0,old property,high,2,23,733.3333333333334,1.72
773,Shree Vardhman Victoria,3,5,3,flat,sector 70,1660.23,1161.0,0,1,0,relatively new,high,1,37,387.0,1.55
774,Shree Vardhman Victoria,3,5,3,flat,sector 70,1660.23,1161.0,0,1,0,relatively new,high,2,37,387.0,1.5
775,The Lions CGHS,4,4,3,flat,sector 56,2788.5,1950.0,0,1,0,relatively new,low,2,50,487.5,2.05
776,Emaar Digihomes,2,2,3,flat,sector 62,1716.0,1200.0,0,0,0,New Property,low,2,44,600.0,2.1
777,M3M Golfestate,3,3,3,flat,sector 65,3875.3,2710.0,1,1,0,old property,medium,2,51,903.3333333333334,6.15
778,M3M Golfestate,3,3,3,flat,sector 65,3875.3,2710.0,1,1,0,old property,high,2,51,903.3333333333334,6.1
779,DLF The Primus,3,3,3+,flat,sector 82a,2199.34,1538.0,0,0,0,relatively new,high,0,23,512.6666666666666,1.59
780,AIPL Club Residences,2,2,2,flat,sector 70a,930.93,651.0,0,0,0,relatively new,medium,2,42,325.5,0.85
781,Meditech Apartment,4,4,3+,flat,sector 56,4004.0,2800.0,0,0,0,relatively new,medium,2,50,700.0,2.45
782,Kiran Residency,3,3,3+,flat,sector 56,2574.0,1800.0,0,1,0,relatively new,medium,2,50,600.0,1.5
783,shree kirpalu gi sector 52,3,3,3+,flat,sector 52,2431.0,1700.0,0,0,0,relatively new,medium,2,42,566.6666666666666,1.45
784,Ireo The Grand Arch,3,4,1,flat,sector 58,2288.0,1600.0,0,1,0,old property,high,2,52,533.3333333333334,3.8
785,DLF Park Place,3,4,3,flat,sector 54,2431.0,1700.0,0,1,0,relatively new,high,0,34,566.6666666666666,5.75
786,DLF The Belaire,4,5,3+,flat,sector 54,4004.0,2800.0,0,1,0,old property,high,0,35,700.0,10.0
787,Suncity Platinum Towers,3,4,3+,flat,sector 28,2717.0,1900.0,0,1,0,relatively new,high,2,44,633.3333333333334,6.2
788,Ramsons Kshitij,1,1,1,flat,sector 95,4593.16,3212.0,0,0,0,relatively new,low,1,0,3212.0,0.18
789,ROF Ananda,1,1,1,flat,sector 95,523.38,366.0,0,0,0,relatively new,medium,1,24,366.0,0.2
790,Shapoorji Pallonji Joyville Gurugram,2,2,3,flat,sector 102,1216.215,850.5,0,0,0,relatively new,low,2,34,425.25,1.26
791,ATS Triumph,4,4,3+,flat,sector 104,3153.15,2205.0,0,1,0,New Property,low,1,52,551.25,2.5
792,HSIIDC Sidco Shivalik Apartments,3,2,2,flat,manesar,1540.11,1077.0,0,0,0,old property,medium,1,14,359.0,0.6
793,Alpha Corp GurgaonOne 84,4,4,3+,flat,sector 84,3437.434,2403.8,0,1,0,relatively new,medium,1,41,600.9499999999999,2.2
794,ATS Triumph,4,4,3+,flat,sector 104,3153.15,2205.0,0,1,0,relatively new,medium,1,52,551.25,2.6
795,Signature Andour Heights,2,2,1,flat,sector 71,773.63,541.0,0,0,0,relatively new,low,1,27,270.5,0.55
796,Bestech Park View Residency,2,2,3,flat,sector 3,1566.5649999999998,1095.5,1,0,0,old property,medium,1,51,547.75,0.98
797,Bestech Park View Residency,3,4,3+,flat,sector 3,1921.92,1344.0,0,1,0,old property,medium,1,51,448.0,1.55
798,Bestech Park View Residency,2,2,3,flat,sector 3,1416.4149999999995,990.5,0,0,0,old property,medium,1,51,495.25,1.01
799,Bestech Park View Residency,3,4,3+,flat,sector 3,1921.92,1344.0,0,1,0,old property,medium,1,51,448.0,1.51
800,Bestech Park View Residency,3,3,3+,flat,sector 3,1781.78,1246.0,0,0,0,old property,medium,1,51,415.3333333333333,1.4
801,Bestech Park View Residency,3,4,3+,flat,sector 3,1921.92,1344.0,0,1,0,old property,medium,1,51,448.0,1.59
802,SS The Coralwood,3,3,3+,flat,sector 84,1891.89,1323.0,0,0,0,old property,medium,2,49,441.0,1.1
803,Emaar Gurgaon Greens,3,3,3,flat,sector 102,1461.46,1022.0,0,1,0,relatively new,medium,1,42,340.6666666666667,1.3
804,Bestech Park View Sanskruti,3,4,3+,flat,sector 92,2110.68,1476.0,0,1,0,relatively new,high,2,42,492.0,1.6
805,Emaar MGF The Palm Drive,4,5,3+,flat,sector 66,2102.1,1470.0,0,1,0,relatively new,low,2,43,367.5,3.0
806,Ireo The Grand Arch,2,2,2,flat,sector 58,1376.3749999999998,962.5,0,0,0,relatively new,low,1,52,481.25,2.2
807,DLF Regency Park 2,3,4,3,flat,sector 28,2288.0,1600.0,0,1,0,undefined,medium,2,37,533.3333333333334,2.35
808,Emaar MGF Emerald Floors Premier,4,4,3+,flat,sector 65,2824.25,1975.0,1,1,0,relatively new,high,0,16,493.75,2.77
809,Emaar MGF Emerald Floors Premier,4,4,3+,flat,sector 65,2824.25,1975.0,1,1,0,relatively new,high,0,16,493.75,2.79
810,Emaar MGF Emerald Floors Premier,3,4,3,flat,sector 65,2359.5,1650.0,1,1,1,relatively new,high,0,16,550.0,2.3
811,The Lions CGHS,3,4,3+,flat,sector 56,2860.0,2000.0,0,0,0,undefined,high,2,42,666.6666666666666,2.1
812,Rail Vihar CGHS,3,2,2,flat,sector 56,1787.5,1250.0,0,0,0,undefined,high,1,50,416.6666666666667,1.35
813,Parsvnath Green Ville,3,3,3,flat,sector 48,2574.0,1800.0,0,1,0,old property,medium,2,40,600.0,1.75
814,Parsvnath Green Ville,3,3,3,flat,sector 48,2288.0,1600.0,0,0,0,old property,medium,2,49,533.3333333333334,1.6
815,ATS Kocoon,3,4,3,flat,sector 109,2097.095,1466.5,0,1,0,relatively new,high,1,30,488.8333333333333,2.2
816,Emaar Gurgaon Greens,3,3,3,flat,sector 102,1651.65,1155.0,0,1,0,relatively new,high,1,42,385.0,1.45
817,Shapoorji Pallonji Joyville Gurugram,3,3,3,flat,sector 102,1828.827,1278.9,0,0,0,relatively new,high,1,34,426.3,1.77
818,Shapoorji Pallonji Joyville Gurugram,2,2,2,flat,sector 102,842.27,589.0,0,0,0,relatively new,high,1,34,294.5,0.97
819,Adani M2K Oyster Grande,3,3,3,flat,sector 102,2600.598,1818.6,1,1,0,relatively new,high,1,42,606.1999999999999,2.35
820,Adani M2K Oyster Grande,3,4,3,flat,sector 102,1890.889,1322.3,0,1,0,relatively new,high,1,42,440.76666666666665,1.9
821,SBTL Caladium,4,4,3,flat,sector 109,3058.055,2138.5,0,1,0,relatively new,high,1,16,534.625,1.9
822,SBTL Caladium,3,2,2,flat,sector 109,1881.88,1316.0,0,0,0,relatively new,high,1,16,438.6666666666667,1.2
823,SBTL Caladium,3,3,2,flat,sector 109,2547.545,1781.5,0,1,0,relatively new,high,1,16,593.8333333333334,1.63
824,DLF Regal Gardens,3,3,2,flat,sector 90,1745.744,1220.8,0,0,0,relatively new,low,1,24,406.9333333333333,1.23
825,Experion Windchants,4,6,3+,flat,sector 112,4852.848,3393.6,0,1,0,relatively new,high,1,40,848.4,5.6
826,Adani M2K Oyster Grande,3,3,3,flat,sector 102,2860.0,2000.0,1,1,0,relatively new,low,1,42,666.6666666666666,2.61
827,Indiabulls Centrum Park,3,3,3+,flat,sector 103,1716.0,1200.0,1,0,0,relatively new,low,1,50,400.0,1.32
828,Emaar Gurgaon Greens,3,3,3,flat,sector 102,1573.0,1100.0,0,1,0,relatively new,low,1,42,366.6666666666667,1.45
829,Eldeco Accolade,2,2,3,flat,sohna,1043.9,730.0,0,0,1,relatively new,low,1,18,365.0,0.73
830,Eldeco Accolade,2,2,3+,flat,sohna,1214.07,849.0,1,0,0,relatively new,low,1,18,424.5,0.72
831,Eldeco Accolade,2,2,3,flat,sohna,1043.9,730.0,0,0,1,relatively new,low,1,18,365.0,0.66
832,Signature Global Park,3,3,3,flat,sohna,2057.77,1439.0,0,0,1,relatively new,medium,1,42,479.6666666666667,0.9
833,Signature Global Park,3,3,3,flat,sohna,1730.3,1210.0,0,0,1,relatively new,high,1,42,403.3333333333333,0.78
834,Signature Global Park,3,3,3,flat,sohna,1648.79,1153.0,0,0,1,relatively new,high,1,42,384.3333333333333,0.7
835,Signature Global Park,2,2,2,flat,sohna,1208.35,845.0,0,0,1,relatively new,high,1,42,422.5,0.53
836,Signature Global Park,2,2,2,flat,sohna,1175.46,822.0,0,0,1,relatively new,high,1,42,411.0,0.52
837,Signature Global Park,3,3,3,flat,sohna,2057.77,1439.0,0,0,1,relatively new,high,1,42,479.6666666666667,0.9
838,Signature Global Park,2,2,2,flat,sohna,1175.46,822.0,0,0,1,relatively new,high,1,42,411.0,0.52
839,Eldeco Accolade,2,2,3,flat,sohna,1270.2689999999998,888.3,0,0,1,relatively new,medium,1,18,444.15,0.73
840,Eldeco Accolade,2,2,3+,flat,sohna,1214.07,849.0,1,0,0,relatively new,high,1,18,424.5,0.72
841,Eldeco Accolade,2,2,3,flat,sohna,1807.52,1264.0,0,0,0,relatively new,high,1,18,632.0,0.72
842,Signature Global Park,2,2,3,flat,sohna,1211.21,847.0,0,0,1,relatively new,high,1,42,423.5,0.72
843,Signature Global Park,2,2,2,flat,sohna,1208.35,845.0,0,0,1,relatively new,high,1,42,422.5,0.54
844,Signature Global Park,2,2,3,flat,sohna,1211.21,847.0,0,0,1,relatively new,high,1,42,423.5,0.67
845,Signature Global Park,3,3,3,flat,sohna,1730.3,1210.0,0,0,1,relatively new,high,1,42,403.3333333333333,0.78
846,Signature Global Park,2,2,2,flat,sohna,1154.1529999999998,807.0999999999999,0,0,1,relatively new,high,1,42,403.55,0.65
847,Puri Diplomatic Greens,4,5,3+,flat,sector 111,3575.0,2500.0,0,1,0,relatively new,low,2,44,625.0,3.5
848,Ireo The Grand Arch,3,4,3,flat,sector 58,2166.164,1514.8,0,1,0,relatively new,low,2,52,504.9333333333333,4.0
849,Indiabulls Enigma,4,5,3,flat,sector 110,3403.4,2380.0,0,1,0,relatively new,high,1,51,595.0,3.6
850,Suncity Vatsal Valley,3,3,2,flat,sector 2,1431.4299999999998,1001.0,0,0,0,relatively new,high,2,51,333.66666666666663,1.38
851,ATS Kocoon,3,4,3,flat,sector 109,2097.095,1466.5,0,1,0,relatively new,high,1,30,488.8333333333333,2.2
852,Indiabulls Enigma,5,5,3+,flat,sector 110,3883.88,2716.0,0,1,0,relatively new,high,1,51,543.2,4.49
853,Indiabulls Enigma,4,5,3,flat,sector 110,3403.4,2380.0,0,1,0,relatively new,high,1,51,595.0,3.49
854,Indiabulls Enigma,4,5,3,flat,sector 110,3403.4,2380.0,0,1,0,relatively new,high,1,51,595.0,3.7
855,Emaar Gurgaon Greens,3,3,3,flat,sector 102,1461.46,1022.0,0,0,0,relatively new,low,1,42,340.6666666666667,1.42
856,ATS Triumph,3,3,3+,flat,sector 104,2292.29,1603.0,0,1,0,relatively new,high,1,52,534.3333333333334,1.85
857,Vatika Gurgaon 21,3,3,3+,flat,sector 83,2145.0,1500.0,0,0,0,relatively new,medium,1,42,500.0,1.1
858,Godrej 101,2,2,3,flat,sector 79,1560.559,1091.3,1,0,0,relatively new,high,1,16,545.65,1.33
859,Godrej 101,2,2,3,flat,sector 79,1573.5719999999997,1100.4,1,0,0,relatively new,high,1,16,550.1999999999999,1.34
860,Godrej 101,2,2,3,flat,sector 79,1384.3829999999998,968.1,0,0,0,relatively new,high,1,16,484.05,1.18
861,Vatika Gurgaon 21,2,2,3,flat,sector 83,1716.0,1200.0,0,0,0,relatively new,medium,1,42,600.0,0.95
862,Vatika Gurgaon 21,2,2,3,flat,sector 83,1716.0,1200.0,0,0,0,relatively new,medium,1,42,600.0,0.98
863,Paras Dews,3,4,3+,flat,sector 107,1615.9,1130.0,1,1,0,relatively new,high,2,52,376.6666666666667,1.15
864,Tulip White,3,2,3,flat,sector 69,1896.18,1326.0,0,0,1,relatively new,high,1,35,442.0,0.9
865,Godrej 101,3,4,3+,flat,sector 79,2368.3659999999995,1656.1999999999998,0,1,0,relatively new,high,1,16,552.0666666666666,2.01
866,Godrej 101,3,4,3+,flat,sector 79,2264.262,1583.4,0,1,0,relatively new,high,1,16,527.8,1.93
867,Godrej 101,3,3,3,flat,sector 79,1506.505,1053.5,0,0,0,relatively new,high,1,16,351.1666666666667,1.28
868,ATS Kocoon,3,3,3,flat,sector 109,1887.6,1320.0,0,0,0,relatively new,medium,1,30,440.0,1.7
869,DLF New Town Heights 1,3,4,3+,flat,sector 90,2069.21,1447.0,0,1,0,relatively new,low,0,25,482.3333333333333,1.25
870,M3M Skywalk,2,2,3+,flat,sector 74,1573.0,1100.0,0,0,0,relatively new,high,1,34,550.0,1.54
871,Vipul Belmonte,3,4,3+,flat,sector 53,2452.45,1715.0,0,1,0,old property,low,2,52,571.6666666666666,6.0
872,DLF Park Place,3,4,3+,flat,sector 54,1876.875,1312.5,0,1,0,relatively new,low,2,34,437.5,4.85
873,DLF Park Place,3,4,3+,flat,sector 54,1876.875,1312.5,0,1,0,relatively new,low,2,34,437.5,4.86
874,Bestech Park View City,3,4,2,flat,sector 48,1859.0,1300.0,1,0,1,relatively new,medium,1,66,433.3333333333333,1.78
875,Vatika City,3,3,3,flat,sector 49,2002.0,1400.0,0,1,0,old property,low,1,23,466.6666666666667,1.79
876,Madhur Jeevan Apartments,4,3,3+,flat,sector 56,2645.5,1850.0,0,0,0,undefined,low,1,50,462.5,1.59
877,Professors Enclave CGHS,3,3,2,flat,sector 56,2645.5,1850.0,0,1,1,undefined,medium,2,50,616.6666666666666,1.54
